"FirstName","LastName","lat","lon","county","city","state","LandValue","DwellingUnitSize","PropertyType","EstHomeValue"
"Dianna","Ritchie",40.07364,-83.5569,"Champaign County","Mechanicsburg","Ohio","$18000","1-Single Family Dwelling","Residential","$118600"
"Lavon","Lindgren",39.16906,-121.16329,"Nevada County","Lake Wildwood","California","","1-Single Family Dwelling","Residential","$166600"
"Jackie","Stiedemann",39.87783,-105.78281,"Grand County","Winter Park","Colorado","$9000","1-Single Family Dwelling","Residential","$303400"
"Bryan","Beier",35.98331,-114.8911,"Clark County","Boulder City","Nevada","$5000","1-Single Family Dwelling","Residential","$204100"
"Margret","Bahringer",34.3701,-91.79735,"Jefferson County","Wabbaseka","Arkansas","$2000","1-Single Family Dwelling","Residential","$280600"
"Terrance","Ziemann",40.36832,-105.36055,"Weld County","Waltonia","Colorado","$7000","1-Single Family Dwelling","Apartment/Group Living","$56300"
"Dee","Hyatt",40.02998,-107.12061,"Garfield County","Stillwater Number 1 Dam","Colorado","","1-Single Family Dwelling","Residential","$125300"
"Roxanne","Halvorson",37.99976,-87.61057,"Vanderburgh County","Evansville","Indiana","$23000","1-Single Family Dwelling","Residential","$169900"
"Bruce","Schultz",46.17521,-112.4453,"Jefferson County","Elk Park","Montana","","1-Single Family Dwelling","Residential","$162500"
"Elois","Howe",37.57913,-122.23876,"San Mateo County","San Mateo","California","","2-Duplex","Residential","$123749"
"Lissette","Boehm",46.19965,-113.38868,"Granite County","Porters Corner","Montana","$7000","1-Single Family Dwelling","Residential","$135700"
"Phillip","Goldner",33.05021,-96.74864,"Collin County","Plano","Texas","$14000","","Residential","$186900"
"Exie","Carroll",32.01402,-103.39018,"Lea County","Andrews Place","New Mexico","$15000","1-Single Family Dwelling","Unknown","$93461"
"Latisha","Abshire",46.23995,-93.27245,"Aitkin County","McGrath","Minnesota","","1-Single Family Dwelling","Duplex","$212500"
"Chrystal","Gibson",29.31925,-89.39272,"Plaquemines Parish","Boothville-Venice","Louisiana","$21000","1-Single Family Dwelling","Residential","$175200"
"Brigida","Nikolaus",42.28321,-120.40246,"Lake County","Hotchkiss Ditch","Oregon","$20000","1-Single Family Dwelling","Apartment/Group Living","$87500"
"Everett","Kulas",29.6313,-81.6577,"Putnam County","Palatka","Florida","","1-Single Family Dwelling","Residential","$338300"
"Monserrate","Fahey",47.154,-121.6926,"King County","Federation Forest State Park","Washington","$3000","1-Single Family Dwelling","Apartment/Group Living","$187797"
"Brandi","Cartwright",28.22639,-97.96167,"Live Oak County","Dinero","Texas","$6000","1-Single Family Dwelling","Residential","$224936"
"Eura","Koelpin",35.85113,-108.66897,"McKinley County","Pure Test 1 Water Well","New Mexico","","1-Single Family Dwelling","Residential","$305100"
"Pearlene","Gleason",36.72571,-77.21608,"Southampton County","Worrell","Virginia","$2000","1-Single Family Dwelling","Residential","$224500"
"Garfield","Sawayn",33.84224,-117.89895,"Orange County","Anaheim","California","$13000","1-Single Family Dwelling","Residential","$219300"
"Man","Weimann",35.53119,-107.55915,"McKinley County","El Dado","New Mexico","$11000","","Residential","$120900"
"Donnell","Kessler",43.89497,-96.92645,"Lake County","Chester","South Dakota","$10000","1-Single Family Dwelling","Residential","$222100"
"Donnette","Ondricka",43.0414,-76.22376,"Onondaga County","Syracuse","New York","$6000","","Residential","$298200"
"Deann","Erdman",44.88846,-120.51142,"Wasco County","Clarno","Oregon","","1-Single Family Dwelling","Residential","$375000"
"Refugio","Brekke",32.85959,-92.72543,"Claiborne Parish","Weldon","Louisiana","","","Residential","$55100"
"Modesta","O'Connell",33.03013,-89.68675,"Attala County","McAdams","Mississippi","$13000","3-Triplex","Residential","$216700"
"Shalon","McClure",39.34066,-76.50552,"Baltimore County","Essex","Maryland","$9000","1-Single Family Dwelling","Unknown","$158332"
"Alysha","Torp",39.14427,-76.81692,"Howard County","Savage","Maryland","$5000","1-Single Family Dwelling","Residential","$139700"
"Norman","Hilpert",39.65986,-94.80616,"Buchanan County","Richie","Missouri","","1-Single Family Dwelling","Residential","$181000"
"Arline","Thompson",33.47754,-112.09237,"Maricopa County","Phoenix","Arizona","$7000","1-Single Family Dwelling","Residential","$119800"
"Karon","Langworth",45.28277,-105.16776,"Powder River County","06S53E25DCAB01 Well","Montana","","20-49","Condominium","$212500"
"Oma","Bartell",31.59739,-92.75265,"Grant Parish","Aloha","Louisiana","$12000","","Apartment/Group Living","$151029"
"Ashely","Wolf",33.81178,-88.84505,"Clay County","McCondy","Mississippi","$2000","1-Single Family Dwelling","Apartment/Group Living",""
"Wilma","Kassulke",32.80043,-99.62322,"Jones County","Lueders","Texas","$10000","1-Single Family Dwelling","Residential","$325000"
"Jerrie","Boyle",39.87654,-123.52446,"Mendocino County","Spyrock","California","$9000","1-Single Family Dwelling","Residential","$55100"
"Suzie","Zieme",27.29418,-82.56608,"Sarasota County","Sarasota","Florida","$5000","1-Single Family Dwelling","Residential","$181100"
"Felix","Turner",31.05658,-94.48631,"Angelina County","Dolan","Texas","$38000","1-Single Family Dwelling","Residential","$244317"
"Odis","Greenfelder",36.87506,-93.67075,"Barry County","Revisville","Missouri","$8000","1-Single Family Dwelling","Residential","$172400"
"Gene","Eichmann",44.48242,-73.19506,"Chittenden County","Burlington","Vermont","$2000","1-Single Family Dwelling","Residential","$119900"
"Shin","Krajcik",41.43145,-79.65922,"Venango County","Oil City","Pennsylvania","","1-Single Family Dwelling","Residential","$99000"
"Odell","Bins",45.48166,-106.28057,"Rosebud County","King Creek Well Number Two","Montana","$21000","1-Single Family Dwelling","Residential","$278700"
"Kirk","Hilpert",37.90159,-122.55942,"Marin County","Mill Valley","California","$9000","1-Single Family Dwelling","Residential","$299400"
"Marlon","McKenzie",30.27188,-97.41444,"Bastrop County","Littig","Texas","","1-Single Family Dwelling","Residential","$53600"
"Marylyn","Marks",33.94234,-83.53877,"Oconee County","Bogart","Georgia","","1-Single Family Dwelling","Residential","$37500"
"Margy","Leffler",48.45265,-119.78868,"Okanogan County","Loop Loop (historical)","Washington","","1-Single Family Dwelling","Residential","$222400"
"Errol","McKenzie",40.83275,-107.38756,"Moffat County","Mount Welba","Colorado","","1-Single Family Dwelling","Apartment/Group Living","$231700"
"Francesco","Mayert",38.24041,-78.97197,"Augusta County","Verona","Virginia","$16000","1-Single Family Dwelling","Apartment/Group Living","$93124"
"Mauro","Kerluke",39.59332,-105.76306,"Clear Creek County","Square Top Mountain","Colorado","","1-Single Family Dwelling","Apartment/Group Living","$246794"
"Toya","Wisozk",37.02472,-120.8575,"Merced County","Los Banos","California","$3000","","Residential","$116500"
"Ivette","Jacobi",31.46183,-98.47532,"Mills County","Center City","Texas","$5000","1-Single Family Dwelling","Residential","$292300"
"Linn","O'Hara",30.78242,-96.59469,"Robertson County","Nicholas","Texas","$11000","1-Single Family Dwelling","Residential","$217500"
"Christi","Feest",33.97649,-89.68448,"Yalobusha County","Coffeeville","Mississippi","$19000","1-Single Family Dwelling","Residential","$212500"
"Sybil","Rutherford",43.15622,-124.41012,"Coos County","Bandon","Oregon","","10-19","Residential","$62500"
"Armanda","Cassin",46.41804,-107.87288,"Musselshell County","08N31E29DBC_01 Well","Montana","$6000","1-Single Family Dwelling","Residential","$254800"
"Boyd","Mosciski",46.53523,-93.57997,"Aitkin County","Rossburg","Minnesota","","","Apartment/Group Living","$184523"
"Adalberto","Schowalter",33.27901,-84.87938,"Coweta County","Grantville","Georgia","$7000","1-Single Family Dwelling","Residential","$105400"
"Emilio","Sipes",33.95289,-83.7649,"Barrow County","Winder","Georgia","","20-49","Residential","$137500"
"Travis","Zulauf",37.58092,-83.40824,"Breathitt County","Jackson","Kentucky","$13000","1-Single Family Dwelling","Residential","$74700"
"Marcie","Heller",40.63268,-73.68422,"Nassau County","Valley Stream","New York","","1-Single Family Dwelling","Residential","$161700"
"Bud","Schmeler",28.97419,-96.29458,"Wharton County","Reservoir Number 4","Texas","$15000","1-Single Family Dwelling","Residential","$175780"
"Christina","Pfeffer",47.75262,-120.75398,"Chelan County","Coles Corner","Washington","$6000","1-Single Family Dwelling","Residential","$259500"
"Jess","Schulist",46.60578,-90.5974,"Ashland County","New Odanah","Wisconsin","$12000","","Residential","$172200"
"Bibi","Barton",39.09339,-84.573,"Hamilton County","Cincinnati","Ohio","","1-Single Family Dwelling","Condominium","$137500"
"Alfonzo","Langosh",44.62005,-72.72123,"Lamoille County","Johnson","Vermont","$2000","1-Single Family Dwelling","Residential","$220800"
"Wanita","Cole",42.48375,-90.13886,"Jo Daviess County","Apple River","Illinois","$7000","1-Single Family Dwelling","Residential","$89400"
"Tyrone","Torphy",44.52662,-109.07284,"Park County","Cody","Wyoming","$9000","","Residential","$190800"
"Philip","Ernser",45.42411,-109.62045,"Stillwater County","Dean","Montana","","1-Single Family Dwelling","Residential","$87500"
"Guillermina","Watsica",40.67096,-75.49605,"Lehigh County","Whitehall Township","Pennsylvania","$3000","1-Single Family Dwelling","Residential","$360300"
"Quentin","Cartwright",45.21396,-67.61222,"Washington County","Princeton","Maine","$7000","1-Single Family Dwelling","Apartment/Group Living","$162500"
"Guillermina","Dach",33.37101,-112.37198,"Maricopa County","Goodyear","Arizona","","1-Single Family Dwelling","Unknown","$139903"
"Greg","Erdman",39.36726,-76.71556,"Baltimore County","Pikesville","Maryland","$15000","","Residential","$244700"
"Evelynn","Kertzmann",43.19197,-83.62857,"Genesee County","Thetford Center","Michigan","$12000","1-Single Family Dwelling","Residential","$259100"
"Odell","Armstrong",38.17535,-84.60967,"Scott County","Georgetown","Kentucky","$9000","","Unknown","$362541"
"Edmundo","Stokes",35.1012,-90.24537,"Crittenden County","West Memphis","Arkansas","$16000","1-Single Family Dwelling","Residential","$159700"
"Helen","Schmitt",35.39065,-94.51327,"Sequoyah County","Roland","Oklahoma","","1-Single Family Dwelling","Residential","$211800"
"Candra","Welch",38.33757,-85.7583,"Clark County","Jeffersonville","Indiana","$27000","1-Single Family Dwelling","Residential","$507000"
"Broderick","Koch",34.28315,-86.59527,"Cullman County","Baileyton","Alabama","$14000","","Residential","$90700"
"Sherley","Kuvalis",34.22445,-117.24393,"San Bernardino County","Crestline","California","","1-Single Family Dwelling","Condominium","$112500"
"Eusebio","Cremin",34.32556,-117.68783,"Los Angeles County","Wrightwood","California","$14000","1-Single Family Dwelling","Residential","$122700"
"Maurita","Leannon",35.98006,-88.02226,"Benton County","New Johnsonville","Tennessee","","1-Single Family Dwelling","Residential","$91300"
"Stefan","Ryan",28.50277,-82.58871,"Hernando County","Spring Hill","Florida","$6000","1-Single Family Dwelling","Residential","$382700"
"Eugene","Auer",46.8627,-87.74457,"Marquette County","Big Bay","Michigan","","1-Single Family Dwelling","Apartment/Group Living",""
"Marcellus","Hilpert",37.91994,-89.82598,"Randolph County","Chester","Illinois","$27000","1-Single Family Dwelling","Residential","$142200"
"Marta","Rowe",41.43361,-82.05833,"Lorain County","Avon","Ohio","$8000","","Unknown","$362541"
"Melvin","Raynor",38.50027,-106.33391,"Chaffee County","Monarch","Colorado","$27000","1-Single Family Dwelling","Residential","$137800"
"Bennie","Rohan",41.82934,-118.67406,"Humboldt County","Mosquito Spring","Nevada","$8000","1-Single Family Dwelling","Residential","$250100"
"Ricky","Rippin",32.78377,-82.24512,"Emanuel County","Three Points","Georgia","","1-Single Family Dwelling","Residential","$130000"
"Contessa","Halvorson",34.90373,-82.34929,"Greenville County","Wade Hampton","South Carolina","$12000","","Residential","$160900"
"Lavenia","Mueller",39.5908,-109.40873,"Uintah County","Seep Ridge","Utah","","1-Single Family Dwelling","Residential","$192800"
"Brandon","Reichel",42.35762,-123.41395,"Josephine County","New Hope","Oregon","$10000","1-Single Family Dwelling","Apartment/Group Living","$136050"
"Kali","Berge",37.11945,-108.04729,"La Plata County","Kline","Colorado","$14000","1-Single Family Dwelling","Residential","$162000"
"Sheryll","Cruickshank",35.46708,-80.81424,"Mecklenburg County","Huntersville","North Carolina","","1-Single Family Dwelling","Residential","$49800"
"Erick","Nicolas",38.06847,-78.88947,"City of Waynesboro","Waynesboro","Virginia","$4000","1-Single Family Dwelling","Residential","$305400"
"Sharleen","Keeling",44.59395,-70.87035,"Oxford County","North Newry","Maine","$14000","1-Single Family Dwelling","Residential","$262500"
"Brian","Moen",36.60173,-89.62008,"New Madrid County","Lilbourn","Missouri","$9000","3-Triplex","Residential","$37500"
"Latricia","Mann",32.97321,-82.8093,"Washington County","Sandersville","Georgia","$11000","1-Single Family Dwelling","Residential","$619500"
"Elizbeth","Maggio",32.39514,-88.54226,"Lauderdale County","Toomsuba","Mississippi","","1-Single Family Dwelling","Residential","$133100"
"Ivan","Lindgren",41.56275,-105.52915,"Albany County","Wyoming Copper Company Mine","Wyoming","$14000","1-Single Family Dwelling","Residential","$65700"
"Monique","McLaughlin",39.68884,-86.61249,"Hendricks County","Amo","Indiana","$9000","1-Single Family Dwelling","Residential","$242500"
"Verna","Wunsch",41.67007,-87.73679,"Cook County","Alsip","Illinois","$9000","1-Single Family Dwelling","Duplex","$199700"
"Corrie","Buckridge",38.32416,-106.7817,"Saguache County","Corson Place","Colorado","$9000","","Residential","$162500"
"Ferdinand","Goyette",36.1424,-93.15576,"Boone County","Gaither","Arkansas","$4000","1-Single Family Dwelling","Residential","$212500"
"Rebecka","Nolan",39.585,-75.66211,"New Castle County","Bear","Delaware","","","Residential","$162500"
"Bianca","DuBuque",42.33065,-71.59257,"Middlesex County","Marlborough","Massachusetts","","1-Single Family Dwelling","Residential","$188400"
"Stanford","Schamberger",41.6051,-72.90371,"Hartford County","Wolcott","Connecticut","$13000","","Residential","$236500"
"Chau","Welch",46.25187,-113.33201,"Granite County","Porters Corner","Montana","$6000","1-Single Family Dwelling","Residential","$114800"
"Jamel","Morissette",39.63259,-78.78446,"Mineral County","Cumberland","West Virginia","","1-Single Family Dwelling","Residential","$196258"
"Colin","Schoen",33.14647,-106.03471,"Otero County","Turner Well","New Mexico","$5000","1-Single Family Dwelling","Residential","$245321"
"Adeline","Dare",39.96928,-74.73294,"Burlington County","Vincentown","New Jersey","","1-Single Family Dwelling","Residential","$141326"
"Tommy","Schuppe",37.71709,-78.26084,"Fluvanna County","West Bottom","Virginia","$11000","1-Single Family Dwelling","Residential","$237500"
"Stephen","Prohaska",45.83524,-93.61468,"Mille Lacs County","Page","Minnesota","","","Residential","$210300"
"Edgar","Homenick",37.7764,-84.98102,"Mercer County","Bushtown","Kentucky","$60000","1-Single Family Dwelling","Apartment/Group Living","$262500"
"Rueben","Herzog",34.35503,-89.02218,"Pontotoc County","Ecru","Mississippi","$2000","1-Single Family Dwelling","Residential","$151000"
"Kenny","Aimonetti",46.34506,-92.54161,"Pine County","Duquette","Minnesota","$6000","1-Single Family Dwelling","Residential","$162500"
"Ryan","Powlowski",40.29674,-93.71972,"Mercer County","Modena","Missouri","$19000","1-Single Family Dwelling","Unknown","$625000"
"Celsa","Hudson",44.16015,-119.05023,"Grant County","Seneca","Oregon","$5000","1-Single Family Dwelling","Residential","$132700"
"Rico","Conn",40.57653,-123.86616,"Humboldt County","Yager Junction","California","","1-Single Family Dwelling","Residential","$485000"
